"ASV","Location","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"LN570442.1.1309","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA,NA
"AB803511.1.1428","Fossil Lagoon","d__Archaea","Crenarchaeota","Nitrososphaeria","Caldiarchaeales","Geothermarchaeaceae","Geothermarchaeaceae","uncultured_archaeon"
"KF596670.1.1506","Fossil Lagoon","d__Bacteria","Gemmatimonadota","PAUC43f_marine_benthic_group","PAUC43f_marine_benthic_group","PAUC43f_marine_benthic_group","PAUC43f_marine_benthic_group","uncultured_bacterium"
"KX097166.1.1525","Fossil Lagoon","d__Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","unidentified_bacterium"
"EU617740.1.1520","Fossil Lagoon","d__Bacteria","Nitrospinota","P9X2b3D02","P9X2b3D02","P9X2b3D02","P9X2b3D02","uncultured_bacterium"
"JF809701.1.1414","Fossil Lagoon","d__Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Entotheonellaceae","uncultured_bacterium"
"JN494624.1.1474","Fossil Lagoon","d__Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","uncultured_organism"
"EU386084.1.1494","Fossil Lagoon","d__Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SM23-30","SM23-30","uncultured_bacterium"
"JF344607.1.1497","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae",NA,NA
"KJ572472.1.1335","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia","uncultured_Labrenzia"
"AB300071.1.1359","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","uncultured_bacterium"
"KM356603.1.1465","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured",NA
"KP663407.1.1439","Fossil Lagoon","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA
"KJ817485.1.1461","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","uncultured_bacterium"
"GQ357014.1.1479","Fossil Lagoon","d__Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","uncultured",NA
"CP003360.3288170.3289606","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfomonilia","Desulfomonilales","Desulfomonilaceae","Desulfomonile",NA
"GU180163.1.1509","Fossil Lagoon","d__Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae",NA,NA
"AM935009.1.1328","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured",NA
"DQ522932.1.1290","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","SG8-5","SG8-5","SG8-5","uncultured_sediment"
"EU132541.1.1256","Fossil Lagoon","d__Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14",NA
"JQ989365.1.1407","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","uncultured_archaeon"
"KX097731.1.1480","Fossil Lagoon","d__Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","uncultured",NA
"KF786977.1.1400","Fossil Lagoon","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","uncultured_Verrucomicrobiaceae"
"JX870267.1.915","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1",NA
"HQ121247.1.1529","Fossil Lagoon","d__Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",NA
"AZIF01000273.9674.11130","Fossil Lagoon","d__Archaea","Euryarchaeota","Thermococci","Methanofastidiosales","uncultured","uncultured","marine_sediment"
"AB899899.1.915","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1",NA
"MG601321.1.1531","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans",NA
"JN977380.1.1548","Fossil Lagoon","d__Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",NA
"KY861741.1.1424","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","Marinicaulis","Marinicaulis_flavus"
"KF460415.1.1503","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","bacterium_enrichment"
"EU385819.1.1510","Fossil Lagoon","d__Bacteria","Planctomycetota","ODP123","ODP123","ODP123","ODP123","uncultured_planctomycete"
"CP000607.191782.193275","Fossil Lagoon","d__Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium",NA
"JNLE01000003.974176.975689","Fossil Lagoon","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerocolumna",NA
"JX504427.1.1554","Fossil Lagoon","d__Bacteria","Planctomycetota","BD7-11","BD7-11","BD7-11","BD7-11","uncultured_bacterium"
"AB530193.1.1522","Fossil Lagoon","d__Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured",NA
"GU061302.1.1454","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081_sediment_group",NA
"KJ754682.1.1267","Fossil Lagoon","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda",NA
"JQ327877.1.912","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","uncultured","uncultured","uncultured",NA
"DQ811904.1.1493","Fossil Lagoon","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2","uncultured_Bacteroidetes"
"JQ580245.1.1482","Fossil Lagoon","d__Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae",NA
"EU385788.1.1481","Fossil Lagoon","d__Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Candidatus_Latescibacter","uncultured_bacterium"
"HQ183982.1.1522","Fossil Lagoon","d__Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","SG8-4",NA
"KU195387.1.1455","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"AB232362.1.1289","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_hontreensis"
"KT952794.1.1463","Fossil Lagoon","d__Bacteria","Chloroflexi","KD4-96","KD4-96","KD4-96","KD4-96",NA
"JX221876.1.1505","Fossil Lagoon","d__Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Vermiphilaceae",NA
"AY603978.1.1435","Fossil Lagoon","d__Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"KF851189.1.1464","Fossil Lagoon","d__Bacteria","Chloroflexi","Dehalococcoidia","GIF9","AB-539-J10","SCGC-AB-539-J10","uncultured_bacterium"
"JX441508.1.1517","Fossil Lagoon","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","myxobacterium_SIBN-17"
"EU488041.1.1527","Fossil Lagoon","d__Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured_bacterium"
"GQ349135.1.1410","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfuromonadia","PB19","PB19","PB19","uncultured_bacterium"
"AM935014.1.1326","Fossil Lagoon","d__Bacteria","Chloroflexi","Dehalococcoidia","S085","S085","S085","metagenome"
"JF344441.1.1498","Fossil Lagoon","d__Bacteria","Acidobacteriota","Subgroup_18","Subgroup_18","Subgroup_18","Subgroup_18","uncultured_Acidobacteria"
"GU230380.1.1514","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","AT-s2-59","AT-s2-59","AT-s2-59",NA
"KM356661.1.1482","Fossil Lagoon","d__Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","uncultured_bacterium"
"FJ208801.1.1371","Fossil Lagoon","d__Bacteria","Planctomycetota","OM190","OM190","OM190","OM190",NA
"HQ691937.1.1386","Fossil Lagoon","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","uncultured_Verrucomicrobiales"
"JF344032.1.1488","Fossil Lagoon","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula",NA
"JN539338.1.1441","Fossil Lagoon","d__Bacteria","Planctomycetota","Pla3_lineage","Pla3_lineage","Pla3_lineage","Pla3_lineage","uncultured_organism"
"FN820325.1.1533","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1",NA
"DQ431887.1.1383","Fossil Lagoon","d__Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","uncultured","uncultured_actinobacterium"
"GQ246401.1.1518","Fossil Lagoon","d__Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22","Subgroup_22","Subgroup_22","uncultured_Acidobacteria"
"EU592421.1.1525","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","uncultured_bacterium"
"JQ612365.1.1523","Fossil Lagoon","d__Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_Syntrophobacterales"
"AM882535.1.1493","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Candidatus_Thiosymbion","gamma_proteobacterium"
"KC925991.1.917","Fossil Lagoon","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia",NA
"EU491336.1.1475","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","uncultured",NA
"EF999364.1.1520","Fossil Lagoon","d__Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured_deep-sea"
"KX100051.1.1375","Fossil Lagoon","d__Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota",NA
"AY532589.1.1537","Fossil Lagoon","d__Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus","uncultured_bacterium"
"JN511582.1.1448","Fossil Lagoon","d__Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","AKAU3564_sediment_group","AKAU3564_sediment_group","uncultured_bacterium"
"FJ748810.1.1451","Fossil Lagoon","d__Bacteria","Planctomycetota","vadinHA49","vadinHA49","vadinHA49","vadinHA49","uncultured_bacterium"
"AB806194.1.1465","Fossil Lagoon","d__Bacteria","Elusimicrobiota","Elusimicrobia","MD2894-B20","MD2894-B20","MD2894-B20","uncultured_bacterium"
"KJ817751.1.1511","Fossil Lagoon","d__Bacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","uncultured_bacterium"
"JN408855.1.1315","Fossil Lagoon","d__Archaea","Asgardarchaeota","Lokiarchaeia","Lokiarchaeia","Lokiarchaeia","Lokiarchaeia","uncultured_archaeon"
"DQ811920.1.1484","Fossil Lagoon","d__Bacteria","Acidobacteriota","Subgroup_18","Subgroup_18","Subgroup_18","Subgroup_18",NA
"JX040404.1.1482","Fossil Lagoon","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured_Planctomycetaceae"
"DQ469584.1.1297","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae",NA,NA
"JN977167.1.1526","Fossil Lagoon","d__Bacteria","Myxococcota","Polyangia","PS-B29","PS-B29","PS-B29","uncultured_bacterium"
"FJ628311.1.1482","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured_Chloroflexi"
"JQ989354.1.1406","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmatota","Thermoplasmatota","Thermoplasmatota","uncultured","uncultured_archaeon"
"KX173258.1.1419","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","PS1_clade","PS1_clade",NA
"JN977313.1.1562","Fossil Lagoon","d__Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage","Pla4_lineage","Pla4_lineage","uncultured_bacterium"
"EU681928.1.933","Fossil Lagoon","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","uncultured_crenarchaeote"
"FJ936888.1.1455","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured",NA
"EF203636.1.955","Fossil Lagoon","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","uncultured_archaeon"
"KP174653.1.1409","Fossil Lagoon","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","bacterium_YC-LK-LKJ25"
"JX001149.1.1438","Fossil Lagoon","d__Bacteria","Chloroflexi","Dehalococcoidia","MSBL5","MSBL5","MSBL5","uncultured_bacterium"
"JQ661145.1.1334","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",NA
"AB722118.1.1407","Fossil Lagoon","d__Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus",NA
"FJ535293.1.1360","Fossil Lagoon","d__Bacteria","Proteobacteria","Zetaproteobacteria","Mariprofundales","Mariprofundaceae","Mariprofundus","uncultured_bacterium"
"GU941089.1.1375","Fossil Lagoon","d__Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",NA
"KJ540794.1.1479","San Pedro River","d__Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41","metagenome"
"DQ811907.1.1503","San Pedro River","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae",NA,NA
"JN514502.1.1443","San Pedro River","d__Bacteria","Chloroflexi","Dehalococcoidia","FW22","FW22","FW22","uncultured_organism"
"KJ817468.1.1463","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tistlia","bacterium_YC-ZSS-LKJ88"
"FJ873203.1.907","San Pedro River","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1",NA
"JF344529.1.1525","San Pedro River","d__Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485",NA
"LN567307.1.1331","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured",NA
"DQ363844.1.926","San Pedro River","d__Archaea","Thermoplasmatota","Thermoplasmata","uncultured","uncultured","uncultured","uncultured_archaeon"
"JN538045.1.1443","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SM23-30","SM23-30","uncultured_organism"
"JN825359.1.1338","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Maricaulis",NA
"KF741397.1.1494","San Pedro River","d__Bacteria","Deferrisomatota","Defferrisomatia","Defferrisomatales","Defferrisomataceae","Deferrisoma","uncultured_bacterium"
"KF624234.1.1322","San Pedro River","d__Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia","Geopsychrobacteraceae",NA,NA
"AB805915.1.1495","San Pedro River","d__Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus","uncultured_bacterium"
"GU584849.1.1399","San Pedro River","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Cerasicoccus","uncultured_deep-sea"
"KC492840.1.1386","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","OM182_clade","OM182_clade","OM182_clade","uncultured_gamma"
"KM356252.1.1528","San Pedro River","d__Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_23","uncultured_bacterium"
"EF125528.1.923","San Pedro River","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaeraceae",NA
"MG601442.1.1530","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans",NA
"JQ347332.1.1494","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","MBAE14","MBAE14","MBAE14",NA
"GQ927642.1.914","San Pedro River","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","uncultured_archaeon"
"JX521779.1.1486","San Pedro River","d__Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas",NA
"HQ916656.1.1410","San Pedro River","d__Bacteria","Planctomycetota","vadinHA49","vadinHA49","vadinHA49","vadinHA49","uncultured_bacterium"
"KJ566455.1.988","San Pedro River","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","archaeon_RBG_16_50_20"
"KC569876.1.1379","San Pedro River","d__Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22","Subgroup_22","Subgroup_22",NA
"FJ477318.1.1366","San Pedro River","d__Archaea","Asgardarchaeota","Lokiarchaeia","Lokiarchaeia","Lokiarchaeia","Lokiarchaeia","uncultured_archaeon"
"AB807149.1.1448","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Z195MB87","uncultured_planctomycete"
"DQ991964.1.1484","San Pedro River","d__Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia","Geopsychrobacteraceae","Desulfuromusa",NA
"KR814251.1.1519","San Pedro River","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"JN495110.1.1417","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","SG8-4","uncultured_bacterium"
"AM997752.1.1517","San Pedro River","d__Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42",NA
"JN495126.1.1334","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","mle1-8","mle1-8","mle1-8","uncultured_organism"
"JN538953.1.1478","San Pedro River","d__Bacteria","Planctomycetota","Pla3_lineage","Pla3_lineage","Pla3_lineage","Pla3_lineage","uncultured_organism"
"FR682642.1.1532","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1",NA
"FJ202415.1.1445","San Pedro River","d__Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Rs-M59_termite_group","Rs-M59_termite_group","uncultured_bacterium"
"GU369887.1.1386","San Pedro River","d__Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum",NA
"KX173233.1.1482","San Pedro River","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","uncultured","uncultured","uncultured_bacterium"
"JQ258222.1.942","San Pedro River","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","uncultured_miscellaneous"
"JQ197623.1.1367","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae",NA,NA
"FJ478899.1.1515","San Pedro River","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"KP091084.1.1527","San Pedro River","d__Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Candidatus_Latescibacter","uncultured_organism"
"GU118189.1.1480","San Pedro River","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"GU118173.1.1423","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","AT-s3-44","AT-s3-44","AT-s3-44","uncultured_bacterium"
"AB807257.1.1497","San Pedro River","d__Bacteria","Planctomycetota","vadinHA49","vadinHA49","vadinHA49","vadinHA49","uncultured_bacterium"
"JF727679.1.1510","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","Inmirania","uncultured_gamma"
"JF344708.1.1529","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans",NA
"HQ330613.1.1405","San Pedro River","d__Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Candidatus_Latescibacter","uncultured_bacterium"
"KX097485.1.1508","San Pedro River","d__Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage","Pla4_lineage","Pla4_lineage","uncultured_bacterium"
"AF082790.1.1334","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas",NA
"KM203437.1.1200","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1",NA
"KX077282.1.909","San Pedro River","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","uncultured_archaeon"
"JQ516562.1.1393","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured","uncultured_Rhodospirillales"
"HM799007.1.1460","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","MBAE14","MBAE14","MBAE14",NA
"HQ397454.1.1497","San Pedro River","d__Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales","Dadabacteriales","Dadabacteriales","uncultured_bacterium"
"FJ484238.1.1180","San Pedro River","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1",NA
"KX097606.1.1517","San Pedro River","d__Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota",NA
"KC009926.1.1453","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thioalkalispira-Sulfurivermis",NA
"JX240986.1.1494","San Pedro River","d__Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","uncultured",NA
"KX097351.1.1533","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","uncultured_bacterium"
"AB722154.1.1359","San Pedro River","d__Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured_deep-sea"
"FJ205197.1.1489","San Pedro River","d__Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25",NA
"DQ289929.1.1415","San Pedro River","d__Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Latescibacteraceae","uncultured_actinobacterium"
"KX097232.1.1460","San Pedro River","d__Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","uncultured","uncultured_Myxococcales"
"KX173160.1.1462","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia",NA
"AB803458.1.1398","San Pedro River","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","uncultured_archaeon"
"JN387327.1.1328","San Pedro River","d__Bacteria","Modulibacteria","Moduliflexia","Moduliflexales","Moduliflexaceae","Moduliflexaceae",NA
"KX172549.1.1479","San Pedro River","d__Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Latescibacteraceae","uncultured_Latescibacteria"
"EU488453.1.1361","San Pedro River","d__Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","uncultured_organism"
"JQ771491.1.1445","San Pedro River","d__Archaea","Halobacterota","Methanosarcinia","Methanosarciniales","Methanosaetaceae","Methanosaeta","Methanothrix_sp."
"JN672491.1.1282","San Pedro River","d__Bacteria","Methylomirabilota","Methylomirabilia","Methylomirabilales","Methylomirabilaceae","Sh765B-TzT-35","uncultured_bacterium"
"FJ455882.1.1467","San Pedro River","d__Bacteria","Chloroflexi","Dehalococcoidia","GIF9","GIF9","GIF9","uncultured_bacterium"
"JN539775.1.1421","San Pedro River","d__Bacteria","Actinobacteriota","WCHB1-81","WCHB1-81","WCHB1-81","WCHB1-81",NA
"EU491193.1.1462","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"AB807129.1.1471","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","SG8-4","uncultured_bacterium"
"HQ003610.1.1519","San Pedro River","d__Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Candidatus_Latescibacter","uncultured_bacterium"
"JN489515.1.1245","San Pedro River","d__Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured_organism"
"EU373999.1.1465","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19_marine_sediment_group",NA
"MG563291.1.1462","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetospiraceae",NA
"EU573126.1.1519","San Pedro River","d__Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia","Syntrophotaleaceae","Syntrophotalea","uncultured_bacterium"
"JN977265.1.1548","San Pedro River","d__Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22","Subgroup_22","Subgroup_22",NA
"CP015039.824431.825889","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodovulum","Rhodovulum_sp."
