"ASV","Location","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"EU617819.1.1461","San Pedro River","d__Bacteria","WS2","WS2","WS2","WS2","WS2","uncultured_Firmicutes"
"JX391752.1.1521","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","uncultured",NA
"JQ800977.1.1543","San Pedro River","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae","uncultured_bacterium"
"JN454246.1.1418","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"JN478379.1.1472","San Pedro River","d__Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Candidatus_Latescibacter","uncultured_organism"
"EU771840.1.1404","San Pedro River","d__Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"JX504414.1.1538","San Pedro River","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured",NA
"DQ816645.1.1434","San Pedro River","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_3",NA
"EU487973.1.1543","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1",NA
"JQ199082.1.1345","San Pedro River","d__Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","uncultured",NA
"KT880430.1.1498","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia",NA
"AB807221.1.1484","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","SG8-4","uncultured_bacterium"
"GQ356868.1.915","San Pedro River","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","uncultured_archaeon"
"JX504477.1.1566","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans",NA
"AB611660.1.902","San Pedro River","d__Archaea","Micrarchaeota","Micrarchaeia","Micrarchaeales","Micrarchaeales","Micrarchaeales","uncultured_euryarchaeote"
"KF836249.1.1518","San Pedro River","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"HQ330559.1.1396","San Pedro River","d__Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","Aminicenantales","Aminicenantales","uncultured_Aminicenantes"
"AQXJ01000007.6623.8153","San Pedro River","d__Bacteria","Planctomycetota","vadinHA49","vadinHA49","vadinHA49","vadinHA49","bacterium_UW"
"DQ463694.1.1513","San Pedro River","d__Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_Desulfobulbaceae"
"JX001110.1.1484","San Pedro River","d__Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","unidentified_bacterium"
"EU335325.1.1524","San Pedro River","d__Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25",NA
"JX984004.1.1266","San Pedro River","d__Bacteria","Verrucomicrobiota","Lentisphaeria","P.palmC41","P.palmC41","P.palmC41",NA
"HG739017.1.1460","San Pedro River","d__Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","uncultured_prokaryote"
"AB807244.1.1495","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","Pla1_lineage","Pla1_lineage","Pla1_lineage","uncultured_bacterium"
"EU734982.1.1521","San Pedro River","d__Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospiraceae"
"FJ652500.1.1364","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","CCM11a","CCM11a","CCM11a","uncultured_Planctomycetales"
"FJ484419.1.1254","San Pedro River","d__Bacteria","Planctomycetota","ODP123","ODP123","ODP123","ODP123","uncultured_planctomycete"
"GQ410792.1.920","San Pedro River","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","uncultured_archaeon"
"EU050770.1.1433","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","uncultured_beta"
"KC967412.1.1394","San Pedro River","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"FM165241.1.1522","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081_sediment_group",NA
"GU056071.1.1529","San Pedro River","d__Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","uncultured_bacterium"
"FPLS01013161.14.1531","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","CCD24","CCD24","uncultured_bacterium"
"AM162442.1.1442","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium","uncultured_bacterium"
"JN230088.1.1421","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"EU283556.1.1354","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","MSBL9","4572-13","4572-13",NA
"KJ578027.1.1461","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tagaea","uncultured_bacterium"
"JX001088.1.1427","San Pedro River","d__Bacteria","Chloroflexi","Dehalococcoidia","vadinBA26","vadinBA26","vadinBA26","uncultured_bacterium"
"HQ727633.1.1498","San Pedro River","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter","uncultured_Sphingobacteriales"
"GU208341.1.1456","San Pedro River","d__Bacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","uncultured_prokaryote"
"HQ003612.1.1519","San Pedro River","d__Bacteria","PAUC34f","PAUC34f","PAUC34f","PAUC34f","PAUC34f","uncultured_Deferribacteres"
"FJ516771.1.1487","San Pedro River","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus",NA
"JX193323.1.1525","San Pedro River","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula","uncultured_bacterium"
"EU491458.1.1488","San Pedro River","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","uncultured_bacterium"
"KX088596.1.1457","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"KC178609.1.1210","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"KT165130.1.932","San Pedro River","d__Archaea","Asgardarchaeota","Lokiarchaeia","Lokiarchaeia","Lokiarchaeia","Lokiarchaeia","uncultured_crenarchaeote"
"HM103868.1.923","San Pedro River","d__Archaea","Altiarchaeota","Altiarchaeia","Altiarchaeales","Altiarchaeaceae","Candidatus_Altiarchaeum","uncultured_archaeon"
"EU488085.1.1465","San Pedro River","d__Bacteria","Chloroflexi","Anaerolineae","uncultured","uncultured","uncultured","uncultured_bacterium"
"JQ579914.1.1485","San Pedro River","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Portibacter",NA
"AB530170.1.1511","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae","endosymbionts",NA
"FM242462.1.1505","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"HQ163470.1.1376","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","Pseudohongiella","uncultured_gamma"
"AP012978.2211833.2213332","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"KJ191195.1.1460","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Emcibacterales","Emcibacteraceae","Emcibacter",NA
"DQ330175.1.1341","San Pedro River","d__Bacteria","Chloroflexi","Dehalococcoidia","GIF9","AB-539-J10","AB-539-J10","uncultured_organism"
"EU385763.1.1431","San Pedro River","d__Bacteria","Chloroflexi","Dehalococcoidia","FW22","FW22","FW22","uncultured_bacterium"
"GQ926252.1.940","San Pedro River","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","uncultured_miscellaneous"
"FN553515.1.1520","San Pedro River","d__Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group",NA
"JN825522.1.1421","San Pedro River","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"DQ330057.1.1335","San Pedro River","d__Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","uncultured_microorganism"
"JN535993.1.1427","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19_marine_sediment_group","uncultured_organism"
"KF964596.1.1490","San Pedro River","d__Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","uncultured","uncultured_compost"
"KX418769.1.1427","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae",NA,NA
"JQ579896.1.1498","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","uncultured","uncultured_gamma"
"HM069040.1.1428","San Pedro River","d__Bacteria","Chloroflexi","Dehalococcoidia","S085","S085","S085","uncultured_bacterium"
"GU584517.1.1404","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","KI89A_clade","KI89A_clade","uncultured_bacterium"
"FJ716459.1.1305","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","Pla1_lineage","Pla1_lineage","Pla1_lineage","uncultured_bacterium"
"EU280221.1.1398","San Pedro River","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","uncultured_archaeon"
"KY625502.1.1206","San Pedro River","d__Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"GQ410910.1.929","San Pedro River","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1",NA
"AB799218.1.1422","San Pedro River","d__Archaea","Asgardarchaeota","Lokiarchaeia","Lokiarchaeia","Lokiarchaeia","Lokiarchaeia","uncultured_archaeon"
"EU652631.1.1526","San Pedro River","d__Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","uncultured_bacterium"
"HQ845896.1.1414","San Pedro River","d__Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41","uncultured_bacterium"
"JN533458.1.1471","San Pedro River","d__Bacteria","FW113","FW113","FW113","FW113","FW113","uncultured_bacterium"
"MG309436.1.1437","San Pedro River","d__Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"AM882598.1.1523","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081_sediment_group",NA
"MG264276.1.1310","San Pedro River","d__Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","bacterium"
"JN509712.1.1488","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1","uncultured_organism"
"JX227674.1.1519","San Pedro River","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"JQ455259.1.1251","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus",NA
"JN811715.1.1433","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","uncultured_bacterium"
"EU488089.1.1484","San Pedro River","d__Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","uncultured_organism"
"AB250555.1.1420","San Pedro River","d__Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Thermomarinilinea","uncultured_bacterium"
"JF320720.1.1479","San Pedro River","d__Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_23",NA
"JN536787.1.1372","San Pedro River","d__Bacteria","Caldatribacteriota","JS1","JS1","JS1","JS1","uncultured_organism"
"JN672652.1.1434","San Pedro River","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured_deep-sea"
"HQ270263.1.1494","San Pedro River","d__Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured",NA
"EU728658.1.1299","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tistlia","Tistlia_consotensis"
"JX504252.1.1535","San Pedro River","d__Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","unidentified_bacterium"
"KX097365.1.1460","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thiohalophilus",NA
"EU488013.1.1526","San Pedro River","d__Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Calditrichaceae","uncultured_bacterium"
"KF624407.1.1366","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081_sediment_group","uncultured_delta"
"KX097206.1.1520","San Pedro River","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"KF616740.1.1465","San Pedro River","d__Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","PHOS-HE36","PHOS-HE36","uncultured_bacterium"
"FR823365.1.1520","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae",NA,NA
"KJ572428.1.1449","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"LGIA01000015.3810.5317","San Pedro River","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia",NA
"HM243925.1.1524","San Pedro River","d__Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus","Omnitrophica_bacterium"
"HM244133.1.903","San Pedro River","d__Archaea","Aenigmarchaeota","Aenigmarchaeia","Aenigmarchaeales","Aenigmarchaeales","Aenigmarchaeales","uncultured_euryarchaeote"
"AM889152.1.1514","San Pedro River","d__Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_23",NA
"JN539463.1.1483","San Pedro River","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta",NA
"AB801210.1.1398","San Pedro River","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","uncultured_archaeon"
"JN391635.1.1431","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02","uncultured_Alphaproteobacteria"
"DQ363768.1.955","San Pedro River","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia",NA
"JQ287329.1.1483","San Pedro River","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","uncultured","uncultured_bacterium"
"JN525798.1.1418","San Pedro River","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta",NA
"AQRO01000115.17633.19169","San Pedro River","d__Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Latescibacteraceae","Latescibacteria_bacterium"
"FJ264664.1.1530","San Pedro River","d__Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","uncultured_bacterium"
"EU734975.1.1513","San Pedro River","d__Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured",NA
"EU330396.1.1509","San Pedro River","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae","uncultured",NA
"JF727680.1.1511","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","Inmirania","uncultured_gamma"
"FJ786113.1.1251","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081_sediment_group",NA
"GU208294.1.1470","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","uncultured_prokaryote"
"EU487976.1.1526","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","SG8-4","uncultured_bacterium"
"KP861644.1.1421","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aureimonas",NA
"HE817859.1.1470","San Pedro River","d__Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","metagenome"
"GU061446.1.1474","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured_marine"
"AF317764.1.1458","San Pedro River","d__Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","unidentified_bacterium"
"JQ516575.1.1387","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","uncultured_Rhodospirillaceae"
"KC009859.1.1307","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetovibrio",NA
"JF344332.1.1515","San Pedro River","d__Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22","Subgroup_22","Subgroup_22","uncultured_Acidobacteria"
"FJ746252.1.1434","San Pedro River","d__Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","uncultured_bacterium"
"JF344499.1.1514","San Pedro River","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"KX097711.1.1517","San Pedro River","d__Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22","Subgroup_22","Subgroup_22",NA
"JF769579.1.1457","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","uncultured","uncultured_bacterium"
"KM356353.1.1446","San Pedro River","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured",NA
"JN447304.1.1413","San Pedro River","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","uncultured_organism"
"JF495329.1.1248","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","uncultured_bacterium"
"JQ579851.1.1461","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae","Thiogranum","uncultured_gamma"
"KT122148.1.1526","San Pedro River","d__Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","uncultured_Gemmatimonadetes"
"JN672634.1.1463","San Pedro River","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage",NA
"AM997774.1.1464","San Pedro River","d__Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade","SAR202_clade","uncultured_Thermomicrobium"
"JQ580464.1.1522","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","AKAU3564_sediment_group","AKAU3564_sediment_group","uncultured_planctomycete"
"HQ910309.1.1469","San Pedro River","d__Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade","SAR202_clade","uncultured_Thermomicrobium"
"MG264189.1.1343","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","uncultured_Alphaproteobacteria"
"GQ143803.1.1483","San Pedro River","d__Bacteria","Chloroflexi","Dehalococcoidia","MSBL5","MSBL5","MSBL5","uncultured_bacterium"
"EF123613.1.1496","San Pedro River","d__Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","uncultured",NA
"EF208701.1.1493","San Pedro River","d__Bacteria","Chloroflexi","Anaerolineae","uncultured","uncultured","uncultured",NA
"AB694396.1.1421","San Pedro River","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j","uncultured_organism"
"EF367579.1.914","San Pedro River","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","uncultured_archaeon"
"JX120434.1.1481","San Pedro River","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2",NA
"LN562385.1.1333","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"EF687589.1.1343","San Pedro River","d__Archaea","Asgardarchaeota","Odinarchaeia","Odinarchaeia","Odinarchaeia","Odinarchaeia","uncultured_crenarchaeote"
"AB801402.1.1398","San Pedro River","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","uncultured_archaeon"
"AB694421.1.1382","San Pedro River","d__Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","uncultured_bacterium"
"JF344186.1.1498","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","uncultured","uncultured_proteobacterium"
"KX172390.1.1477","San Pedro River","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","DEV007","uncultured_bacterium"
"KX422145.1.1501","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"KC442859.1.1491","San Pedro River","d__Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b",NA
"FJ203521.1.1390","San Pedro River","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae",NA,NA
"AY592110.1.1333","San Pedro River","d__Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","unidentified_bacterium"
"JX227143.1.1532","San Pedro River","d__Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_bacterium"
"KJ817568.1.1520","San Pedro River","d__Bacteria","Gemmatimonadota","PAUC43f_marine_benthic_group","PAUC43f_marine_benthic_group","PAUC43f_marine_benthic_group","PAUC43f_marine_benthic_group","uncultured_bacterium"
"AB468957.1.1487","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"LT548922.1.1362","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Sedimenticolaceae",NA,NA
"AB177180.1.1421","San Pedro River","d__Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485",NA
"AM911370.1.1385","San Pedro River","d__Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","uncultured",NA
"JX391170.1.1474","San Pedro River","d__Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas",NA
"DQ395035.1.1523","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","uncultured",NA
"AP011791.5515.7014","San Pedro River","d__Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured","uncultured_organism"
"LN570785.1.1386","San Pedro River","d__Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41",NA
"JN508929.1.1458","San Pedro River","d__Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_organism"
"AF181991.1.1460","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","uncultured","sulfur-oxidizing_bacterium"
"KF463825.1.1203","San Pedro River","d__Bacteria","Proteobacteria","Gammaproteobacteria","B2M28","B2M28","B2M28","uncultured_gamma"
"EU488314.1.1524","San Pedro River","d__Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_Desulfobulbaceae"
"JN518843.1.1429","San Pedro River","d__Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","uncultured",NA
"EF208708.1.1476","San Pedro River","d__Bacteria","Chloroflexi","Dehalococcoidia","GIF9","AB-539-J10","SCGC-AB-539-J10","uncultured_bacterium"
"DQ395065.1.1520","San Pedro River","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"JN517970.1.1438","San Pedro River","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","uncultured_organism"
"EU236371.1.1344","San Pedro River","d__Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19_marine_sediment_group","uncultured_bacterium"
"JN977255.1.1526","San Pedro River","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"HQ397364.1.1497","San Pedro River","d__Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured","uncultured_bacterium"
"HQ697735.1.1468","San Pedro River","d__Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured","uncultured_Ardenticatenia"
"LN561524.1.1318","Términos Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA
"EU487913.1.1482","Términos Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured",NA
